customerkey,FirstName,LastName,MiddleName,AddressLine1,AddressLine2,City,StateProvinceCode,StateProvinceName,EnglishCountryRegionName,CountryRegionCode,PostalCode,Phone,maritalstatus,EmailAddress,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,CommuteDistance,Region,Age,BikeBuyer,ClothingBuyer,AccessoryBuyer,ComponentBuyer
21650,Cedric,Zeng,NULL,7895 Arlington Way,NULL,Coronado,CA,California,United States,US,92118,305-555-0128,Married,cedric22@adventure-works.com,Male,70000,4,2,Bachelors,Professional,1,2,2-5 Miles,North America,46,1,0,1,0
21651,Sean,Cooper,L,8671 Appalachia Dr.,NULL,Puyallup,WA,Washington,United States,US,98371,145-555-0152,Married,sean16@adventure-works.com,Male,70000,4,2,Bachelors,Professional,1,2,2-5 Miles,North America,46,1,0,1,0
21652,Julia,Bell,NULL,7516 Laguna Street,NULL,Vancouver,BC,British Columbia,Canada,CA,V7L 4J4,362-555-0196,Married,julia51@adventure-works.com,Female,70000,4,2,Bachelors,Professional,1,2,2-5 Miles,North America,41,1,0,1,0
21653,Jose,Anderson,NULL,2725 P St.,NULL,San Gabriel,CA,California,United States,US,91776,702-555-0152,Single,jose71@adventure-works.com,Male,70000,4,2,Bachelors,Professional,1,2,2-5 Miles,North America,47,1,0,1,0
21654,Aidan,Barnes,NULL,3623 Houston Ct.,NULL,Imperial Beach,CA,California,United States,US,91932,688-555-0128,Single,aidan3@adventure-works.com,Male,70000,4,2,Bachelors,Professional,1,2,2-5 Miles,North America,46,1,1,1,0
21655,Zachary,Bryant,NULL,2941 Jill Ave,NULL,Newton,BC,British Columbia,Canada,CA,V2M1N7,743-555-0146,Married,zachary16@adventure-works.com,Male,70000,4,2,Bachelors,Professional,1,2,2-5 Miles,North America,41,1,1,0,0
21656,Hannah,Hayes,J,296 Bel Air Dr.,NULL,Victoria,BC,British Columbia,Canada,CA,V8V,115-555-0130,Married,hannah44@adventure-works.com,Female,70000,4,2,Bachelors,Professional,1,3,0-1 Miles,North America,46,0,0,1,0
21657,Sara,Green,J,4750 Falls Ct.,NULL,Bellingham,WA,Washington,United States,US,98225,271-555-0149,Single,sara41@adventure-works.com,Female,70000,0,0,Bachelors,Professional,0,1,2-5 Miles,North America,47,0,0,1,0
21658,Jocelyn,Powell,A,5242 Miguel Drive,NULL,Vancouver,BC,British Columbia,Canada,CA,V7L 4J4,864-555-0118,Married,jocelyn9@adventure-works.com,Female,60000,3,2,Graduate Degree,Professional,1,0,2-5 Miles,North America,46,1,1,1,0
21659,Gabrielle,Jenkins,B,1661 Beauty St.,NULL,Haney,BC,British Columbia,Canada,CA,V2W 1W2,625-555-0151,Married,gabrielle29@adventure-works.com,Female,60000,3,2,Graduate Degree,Professional,1,0,2-5 Miles,North America,46,1,0,1,0
21660,Allison,Watson,H,2739 Sandy Road,NULL,Mill Valley,CA,California,United States,US,94941,633-555-0132,Married,allison7@adventure-works.com,Female,60000,3,2,Graduate Degree,Professional,1,0,2-5 Miles,North America,46,1,0,1,0
21685,Bailey,Green,NULL,3682 Jeff Ct.,NULL,Port Orchard,WA,Washington,United States,US,98366,978-555-0173,Single,bailey34@adventure-works.com,Female,40000,3,3,Partial College,Clerical,1,1,1-2 Miles,North America,35,1,1,1,0
21686,Albert,Ortega,A,6793 Bonifacio St.,NULL,Burlingame,CA,California,United States,US,94010,645-555-0128,Married,albert22@adventure-works.com,Male,40000,3,3,Partial College,Clerical,0,2,0-1 Miles,North America,35,0,0,1,0
21687,Sarah,Brown,M,4684 Ptarmigan Drive,NULL,El Cajon,CA,California,United States,US,92020,741-555-0122,Single,sarah6@adventure-works.com,Female,50000,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,36,0,1,1,0
21688,Jesse,Morris,NULL,5108 Heights Avenue,NULL,San Gabriel,CA,California,United States,US,91776,585-555-0160,Single,jesse19@adventure-works.com,Male,70000,5,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,79,0,0,1,0
21689,Olivia,Simmons,Z,2168 Terra Calitina,NULL,Bellingham,WA,Washington,United States,US,98225,561-555-0176,Married,olivia60@adventure-works.com,Female,40000,1,0,Graduate Degree,Skilled Manual,1,1,1-2 Miles,North America,79,0,0,1,0
21690,Samantha,Thomas,NULL,2982 Evelyn Court,NULL,Cliffside,BC,British Columbia,Canada,CA,V8Y 1L1,198-555-0136,Single,samantha12@adventure-works.com,Female,60000,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,43,0,1,1,0
21691,Brandon,Martin,S,8921 Villageoaks Dr.,NULL,Oak Bay,BC,British Columbia,Canada,CA,V8P,251-555-0144,Single,brandon35@adventure-works.com,Male,60000,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,43,0,0,1,0
21692,Savannah,Ward,L,6149 Everett Court,NULL,Yakima,WA,Washington,United States,US,98901,709-555-0164,Single,savannah11@adventure-works.com,Female,60000,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,43,0,0,1,0
21693,Alyssa,Ashe,C,6732 Geary,NULL,Berkeley,CA,California,United States,US,94704,909-555-0168,Single,alyssa9@adventure-works.com,Female,60000,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,43,0,0,1,0
21694,Bobby,Sai,NULL,2028 Reva Dr.,NULL,Berkeley,CA,California,United States,US,94704,162-555-0174,Single,bobby4@adventure-works.com,Male,60000,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,43,0,0,1,0
21695,Ethan,Rodriguez,E,7899 E St.,NULL,Berkeley,CA,California,United States,US,94704,830-555-0181,Married,ethan38@adventure-works.com,Male,60000,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,43,1,0,1,0
21696,Gabrielle,Watson,A,7682 Fern Leaf Lane,NULL,Edmonds,WA,Washington,United States,US,98020,746-555-0185,Married,gabrielle18@adventure-works.com,Female,10000,2,1,High School,Manual,0,2,0-1 Miles,North America,51,0,1,1,0
21697,Dalton,Powell,C,1971 Cleveland Ave.,NULL,Woodland Hills,CA,California,United States,US,91364,559-555-0142,Married,dalton54@adventure-works.com,Male,10000,2,1,High School,Manual,1,2,1-2 Miles,North America,56,0,0,1,0
21698,Tracy,She,NULL,8251 La Mar.,NULL,Concord,CA,California,United States,US,94519,742-555-0181,Married,tracy2@adventure-works.com,Female,20000,2,0,High School,Manual,0,2,1-2 Miles,North America,56,0,0,1,0
21699,Logan,Sharma,J,8255 Highland Road,NULL,Mill Valley,CA,California,United States,US,94941,895-555-0151,Married,logan3@adventure-works.com,Male,40000,1,0,Partial College,Clerical,1,1,1-2 Miles,North America,56,1,1,1,0
21700,Juan,Ramirez,M,1201 St. Francis St.,NULL,Palo Alto,CA,California,United States,US,94303,928-555-0125,Married,juan17@adventure-works.com,Male,40000,1,0,Partial College,Clerical,1,1,1-2 Miles,North America,50,1,1,0,0
21701,Abigail,Sanders,J,5809 Mount Aire Parkway,NULL,Lake Oswego,OR,Oregon,United States,US,97034,190-555-0122,Married,abigail24@adventure-works.com,Female,30000,1,0,High School,Clerical,1,2,1-2 Miles,North America,54,0,0,1,0
21702,Paige,Gonzales,NULL,9513 Roslyn Drive,NULL,Shawnee,BC,British Columbia,Canada,CA,V9B 2C3,190-555-0117,Married,paige16@adventure-works.com,Female,30000,2,0,High School,Clerical,0,2,0-1 Miles,North America,55,0,0,1,0
21703,Paige,Blue,NULL,7237 Cardinal Ct,NULL,Victoria,BC,British Columbia,Canada,CA,V8V,566-555-0190,Married,paige38@adventure-works.com,Female,30000,2,0,High School,Clerical,0,2,1-2 Miles,North America,54,0,1,1,0
21704,Charles,Martinez,D,9900 Clearbrook Drive,NULL,Seattle,WA,Washington,United States,US,98104,122-555-0118,Married,charles21@adventure-works.com,Male,40000,1,0,Partial College,Clerical,1,1,1-2 Miles,North America,54,1,0,1,0
21705,Warren,Sharma,N,8490 Longbrood Way,NULL,Chula Vista,CA,California,United States,US,91910,121-555-0116,Married,warren40@adventure-works.com,Male,30000,2,0,High School,Skilled Manual,0,2,0-1 Miles,North America,53,0,0,1,0
21706,Haley,Murphy,NULL,476 Dancing Road,NULL,Burien,WA,Washington,United States,US,98168,181-555-0119,Married,haley6@adventure-works.com,Female,30000,2,0,High School,Skilled Manual,1,2,1-2 Miles,North America,41,0,1,1,0
21707,Cassidy,Simmons,G,6194 Garden Ave,NULL,Issaquah,WA,Washington,United States,US,98027,553-555-0183,Married,cassidy16@adventure-works.com,Female,30000,2,0,High School,Skilled Manual,1,2,1-2 Miles,North America,42,0,0,1,0
21708,Andrea,Brooks,L,5625 7810th Avenue,NULL,Everett,WA,Washington,United States,US,98201,784-555-0176,Married,andrea2@adventure-works.com,Female,40000,2,0,Partial College,Clerical,1,1,0-1 Miles,North America,46,0,0,1,0
21709,Katherine,Torres,J,6406 Pepper Way,NULL,Oregon City,OR,Oregon,United States,US,97045,452-555-0116,Single,katherine17@adventure-works.com,Female,40000,2,0,Partial College,Clerical,1,1,1-2 Miles,North America,46,1,0,1,0
21710,Brittany,Gonzales,NULL,2332 Treat Blvd,NULL,Royal Oak,BC,British Columbia,Canada,CA,V8X,978-555-0123,Married,brittany15@adventure-works.com,Female,40000,2,0,Partial College,Clerical,1,1,1-2 Miles,North America,40,1,0,1,0
21711,Hailey,Gray,J,44 Garcia,NULL,West Covina,CA,California,United States,US,91791,643-555-0126,Single,hailey15@adventure-works.com,Female,40000,2,0,Partial College,Clerical,1,1,1-2 Miles,North America,51,1,1,1,0
21712,Megan,Ross,R,80 Sunview Terrace,NULL,El Cajon,CA,California,United States,US,92020,372-555-0116,Married,megan54@adventure-works.com,Female,80000,5,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,51,0,1,1,0
21713,Jose,Parker,B,76 Woodcrest Dr.,NULL,Downey,CA,California,United States,US,90241,837-555-0179,Single,jose37@adventure-works.com,Male,80000,5,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,51,0,0,1,0
21714,Carmen,Patel,M,6490 Haviland Place,NULL,Burien,WA,Washington,United States,US,98168,505-555-0130,Single,carmen7@adventure-works.com,Female,80000,5,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,51,0,1,1,0
21715,Jonathan,Ross,F,5251 Driftwood Drive,NULL,Walla Walla,WA,Washington,United States,US,99362,553-555-0137,Married,jonathan3@adventure-works.com,Male,80000,5,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,46,0,0,1,0
21716,Gerald,Sara,C,339 Norcross Lane,NULL,Burien,WA,Washington,United States,US,98168,980-555-0176,Married,gerald40@adventure-works.com,Male,80000,4,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,52,0,0,1,0
21717,Angel,King,M,2147 N. 66th Street,NULL,Torrance,CA,California,United States,US,90505,344-555-0174,Married,angel41@adventure-works.com,Male,40000,2,0,Partial College,Clerical,1,1,0-1 Miles,North America,39,0,0,1,0
21718,Devin,Roberts,B,1969 Meadowvale Court,NULL,Lincoln Acres,CA,California,United States,US,91950,159-555-0161,Single,devin36@adventure-works.com,Male,60000,4,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,39,0,0,1,0
21719,Morgan,Torres,NULL,8136 Guadalajara,NULL,Lebanon,OR,Oregon,United States,US,97355,208-555-0145,Single,morgan61@adventure-works.com,Female,60000,4,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,50,0,1,1,0
21720,Raul,Jai,NULL,5361 Hungry Road,NULL,Burbank,CA,California,United States,US,91502,996-555-0127,Single,raul10@adventure-works.com,Male,60000,4,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,50,0,0,1,0
21721,Sara,Campbell,NULL,7441 Clay Rd,NULL,Renton,WA,Washington,United States,US,98055,353-555-0198,Single,sara32@adventure-works.com,Female,60000,4,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,50,0,0,1,0
21722,Spencer,Wood,R,6917 Del Monte Court,NULL,Spring Valley,CA,California,United States,US,91977,272-555-0117,Married,spencer3@adventure-works.com,Male,60000,4,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,50,0,0,1,0
21723,Tiffany,Huang,L,2807 10th Avenue,NULL,Burlingame,CA,California,United States,US,94010,502-555-0169,Married,tiffany6@adventure-works.com,Female,50000,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,38,1,1,1,0
21724,Mandy,Yang,NULL,33 RiverRock Dr,NULL,Concord,CA,California,United States,US,94519,232-555-0158,Single,mandy6@adventure-works.com,Female,50000,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,37,0,0,1,0
21725,Gabrielle,Cannata,C,8607 Pineview Lane,NULL,Victoria,BC,British Columbia,Canada,CA,V8V,504-555-0188,Single,gabrielle50@adventure-works.com,Female,50000,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,32,0,0,1,0
21726,Morgan,Hall,NULL,4387 Treat Blvd,NULL,Shawnee,BC,British Columbia,Canada,CA,V8Z 4N5,417-555-0179,Single,morgan45@adventure-works.com,Female,40000,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,36,0,0,1,0
21727,Arianna,Flores,NULL,4082 Shell Ct,NULL,Shawnee,BC,British Columbia,Canada,CA,V9B 2C3,580-555-0124,Married,arianna10@adventure-works.com,Female,40000,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,36,1,0,1,0
21728,Madison,Harris,K,1268 Joseph Ave,NULL,Burien,WA,Washington,United States,US,98168,456-555-0114,Single,madison14@adventure-works.com,Female,40000,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,36,1,1,1,0
21729,Alexandria,Morgan,L,651 Bridgeview St,NULL,Spokane,WA,Washington,United States,US,99202,881-555-0181,Single,alexandria35@adventure-works.com,Female,40000,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,31,0,0,1,0
21730,Noah,Campbell,A,573 Willow Creek Ct.,NULL,Burbank,CA,California,United States,US,91502,220-555-0114,Married,noah34@adventure-works.com,Male,40000,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,36,0,0,1,0
21731,Alexandra,Diaz,J,3255 Marsh Elder,NULL,La Jolla,CA,California,United States,US,92806,277-555-0156,Married,alexandra43@adventure-works.com,Female,40000,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,36,0,0,1,0
21732,Ian,Johnson,E,9500 Normal Avenue,NULL,Newton,BC,British Columbia,Canada,CA,V2M1P1,119-555-0194,Single,ian2@adventure-works.com,Male,50000,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,37,0,1,1,0
21733,Ian,Simmons,M,9512 C. Mt. Hood,NULL,Marysville,WA,Washington,United States,US,98270,286-555-0117,Single,ian55@adventure-works.com,Male,60000,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,38,0,0,1,0
21734,Grace,Garcia,NULL,4421 Alderwood Lane,NULL,Long Beach,CA,California,United States,US,90802,824-555-0118,Married,grace16@adventure-works.com,Female,60000,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,38,0,0,1,0
21735,Grace,Diaz,R,6194 Via Maria,NULL,Daly City,CA,California,United States,US,94015,870-555-0156,Married,grace68@adventure-works.com,Female,70000,1,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,33,0,1,1,0
21736,Thomas,Thompson,D,1553 Fairfield Ave.,NULL,Burbank,CA,California,United States,US,91502,894-555-0159,Married,thomas77@adventure-works.com,Male,70000,1,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,33,0,1,1,0
21741,Alexa,Sanders,E,1133 Fillet Ave,NULL,N. Vancouver,BC,British Columbia,Canada,CA,V7L 4J4,263-555-0147,Married,alexa3@adventure-works.com,Female,70000,3,0,Partial College,Professional,1,2,5-10 Miles,North America,42,1,1,0,0
21742,Katelyn,Cox,B,8754 San Marino Ct,NULL,Langford,BC,British Columbia,Canada,CA,V9,398-555-0188,Married,katelyn9@adventure-works.com,Female,90000,4,4,Partial College,Professional,1,3,2-5 Miles,North America,38,0,1,1,0
21743,Theresa,Rubio,NULL,4777 Rockne Drive,NULL,Chula Vista,CA,California,United States,US,91910,351-555-0167,Married,theresa17@adventure-works.com,Female,110000,2,2,Bachelors,Management,1,4,2-5 Miles,North America,44,0,0,1,0
21744,Emma,Perry,NULL,2685 Keith Court,NULL,Colma,CA,California,United States,US,94014,341-555-0164,Married,emma54@adventure-works.com,Female,110000,3,2,Bachelors,Management,1,4,2-5 Miles,North America,45,0,0,1,0
21745,Isabel,Foster,M,2594 Benton Street,NULL,Langley,BC,British Columbia,Canada,CA,V3A 4R2,817-555-0143,Single,isabel15@adventure-works.com,Female,80000,4,3,Bachelors,Management,1,0,2-5 Miles,North America,45,0,0,1,0
21746,Xavier,Hernandez,NULL,144 Santa Monica,NULL,Lakewood,CA,California,United States,US,90712,404-555-0118,Married,xavier24@adventure-works.com,Male,40000,3,2,High School,Skilled Manual,1,2,2-5 Miles,North America,42,1,1,0,0
21747,Derrick,Munoz,NULL,266 H Street,NULL,Burlingame,CA,California,United States,US,94010,503-555-0119,Married,derrick7@adventure-works.com,Male,70000,1,0,Bachelors,Professional,1,1,2-5 Miles,North America,48,1,0,0,0
21748,Wyatt,Harris,NULL,7646 Strasbourg Lane,NULL,Glendale,CA,California,United States,US,91203,712-555-0185,Single,wyatt14@adventure-works.com,Male,70000,1,0,Bachelors,Professional,0,1,0-1 Miles,North America,36,1,0,1,0
21749,Ashley,Williams,G,805 Rainier Dr.,NULL,Colma,CA,California,United States,US,94014,143-555-0198,Single,ashley2@adventure-works.com,Female,50000,4,0,Bachelors,Management,0,2,1-2 Miles,North America,68,1,0,1,0
21750,Carlos,Reed,E,4003 Woodcrest Dr,NULL,Coronado,CA,California,United States,US,92118,129-555-0154,Married,carlos23@adventure-works.com,Male,60000,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,62,0,1,1,0
21751,Logan,Jackson,D,7223 Brush Creek Court,NULL,Lemon Grove,CA,California,United States,US,91945,169-555-0196,Married,logan63@adventure-works.com,Male,60000,3,0,Graduate Degree,Management,1,2,1-2 Miles,North America,67,0,0,1,0
21752,Rafael,Li,M,5860 Rock Creek Pl.,NULL,Calgary,AB,Alberta,Canada,CA,T2P 2G8,838-555-0117,Married,rafael3@adventure-works.com,Male,60000,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,62,0,0,1,0
21753,Morgan,Robinson,NULL,4468 Arleda Lane,NULL,Beaverton,OR,Oregon,United States,US,97005,728-555-0198,Married,morgan39@adventure-works.com,Female,70000,5,0,Bachelors,Management,1,2,1-2 Miles,North America,67,0,1,1,0
21754,Kaitlyn,Lopez,NULL,3141 Gingham Way,NULL,Salem,OR,Oregon,United States,US,97301,841-555-0144,Married,kaitlyn19@adventure-works.com,Female,70000,5,0,Bachelors,Management,0,2,1-2 Miles,North America,62,0,0,1,0
21755,Lucas,White,R,2581 Browse Ct,NULL,Coronado,CA,California,United States,US,92118,703-555-0112,Married,lucas26@adventure-works.com,Male,70000,5,0,Bachelors,Management,1,2,1-2 Miles,North America,67,0,0,1,0
21756,Allison,Carter,NULL,7535 Hoover Court,NULL,Santa Monica,CA,California,United States,US,90401,299-555-0175,Married,allison33@adventure-works.com,Female,80000,5,0,Bachelors,Management,0,2,1-2 Miles,North America,66,1,0,1,0
21757,Elijah,Wang,S,7614 Inez Ave,NULL,Kirkland,WA,Washington,United States,US,98033,922-555-0134,Married,elijah26@adventure-works.com,Male,80000,5,0,Bachelors,Management,1,2,5-10 Miles,North America,61,0,1,1,0
21758,Patricia,Malhotra,S,42 Longview Road,NULL,Burien,WA,Washington,United States,US,98168,419-555-0139,Married,patricia10@adventure-works.com,Female,40000,4,0,High School,Professional,1,2,10+ Miles,North America,66,0,0,1,0
21759,Jennifer,Moore,A,2802 Clayton Way,NULL,Westminster,BC,British Columbia,Canada,CA,V3L 1H4,959-555-0165,Married,jennifer36@adventure-works.com,Female,40000,4,0,High School,Professional,1,2,10+ Miles,North America,65,0,1,1,0
21760,Margaret,She,K,6480 Croyden Dr.,NULL,Concord,CA,California,United States,US,94519,607-555-0153,Married,margaret28@adventure-works.com,Female,40000,4,0,High School,Professional,1,2,10+ Miles,North America,65,0,0,1,0
21761,Makayla,Sanders,NULL,9383 Ten Penny Lane,NULL,Torrance,CA,California,United States,US,90505,868-555-0191,Single,makayla3@adventure-works.com,Female,70000,4,0,Bachelors,Management,1,2,10+ Miles,North America,65,0,0,1,0
21762,Andrea,Hernandez,D,3223 Contra Costa Blvd.,NULL,Everett,WA,Washington,United States,US,98201,417-555-0131,Married,andrea40@adventure-works.com,Female,70000,4,0,Bachelors,Management,1,2,1-2 Miles,North America,65,0,1,1,0
21763,Madison,Brown,NULL,1949 M St.,NULL,Redmond,WA,Washington,United States,US,98052,194-555-0187,Married,madison4@adventure-works.com,Female,40000,5,0,High School,Professional,0,2,2-5 Miles,North America,53,0,0,1,0
21764,Nathan,Smith,NULL,6577 Hillcrest Ave,NULL,Newton,BC,British Columbia,Canada,CA,V2M1S6,132-555-0151,Married,nathan54@adventure-works.com,Male,40000,5,0,High School,Professional,1,2,10+ Miles,North America,65,0,0,1,0
21765,Nathaniel,Kelly,P,6154 Geneva Ave.,NULL,Oregon City,OR,Oregon,United States,US,97045,368-555-0185,Married,nathaniel3@adventure-works.com,Male,40000,5,0,High School,Professional,0,3,2-5 Miles,North America,53,0,1,1,0
